"AllTRLs_ID","date","predicted","actual","Trail_name"
100,"2016-02-19",7.98,NA,"Williams Lake"
101,"2016-02-19",7.98,NA,"Rock Creek"
102,"2016-02-19",7.98,NA,"Nordrum Lake"
103,"2016-02-19",7.98,NA,"Hester Lake"
104,"2016-02-19",7.98,NA,"Granite Creak Connector"
105,"2016-02-19",9.21,NA,"Dutch Miller Gap"
5,"2016-02-26",0.61,NA,"Dingford Creek"
6,"2016-02-26",44.56,NA,"Snow Lake"
38,"2016-02-26",7.98,NA,"Quartz Creek"
39,"2016-02-26",7.98,NA,"Marten Lake"
40,"2016-02-26",5.08,NA,"Snoqualmie Lake"
42,"2016-02-26",7.98,NA,"CCC"
43,"2016-02-26",8.39,NA,"Middle Fork Lake"
44,"2016-02-26",7.98,NA,"Pratt River"
62,"2016-02-26",8.74,NA,"Pratt Lake"
64,"2016-02-26",7.98,NA,"Melakwa Lake Trail"
66,"2016-02-26",7.98,NA,"Kaleetan Lake"
90,"2016-02-26",11.6,NA,"Mailbox Peak"
91,"2016-02-26",7.98,NA,"Boulder Garden"
93,"2016-02-26",12.85,NA,"Mt. Si"
94,"2016-02-26",7.98,NA,"Teneriffe"
95,"2016-02-26",7.98,NA,"Granite Creek"
96,"2016-02-26",7.98,NA,"Little Si"
97,"2016-02-26",7.98,NA,"Thompson Lake"
98,"2016-02-26",7.98,NA,"CCC Trail (DNR)"
99,"2016-02-26",7.98,NA,"High Lakes"
100,"2016-02-26",7.98,NA,"Williams Lake"
101,"2016-02-26",7.98,NA,"Rock Creek"
102,"2016-02-26",7.98,NA,"Nordrum Lake"
103,"2016-02-26",7.98,NA,"Hester Lake"
104,"2016-02-26",7.98,NA,"Granite Creak Connector"
105,"2016-02-26",7.98,NA,"Dutch Miller Gap"
5,"2016-03-04",2.1,NA,"Dingford Creek"
6,"2016-03-04",83.81,NA,"Snow Lake"
38,"2016-03-04",17.33,NA,"Quartz Creek"
39,"2016-03-04",17.33,NA,"Marten Lake"
40,"2016-03-04",12.74,NA,"Snoqualmie Lake"
42,"2016-03-04",18.36,NA,"CCC"
43,"2016-03-04",17.33,NA,"Middle Fork Lake"
44,"2016-03-04",17.33,NA,"Pratt River"
62,"2016-03-04",18.46,NA,"Pratt Lake"
64,"2016-03-04",19.3,NA,"Melakwa Lake Trail"
66,"2016-03-04",17.33,NA,"Kaleetan Lake"
90,"2016-03-04",25,NA,"Mailbox Peak"
91,"2016-03-04",17.33,NA,"Boulder Garden"
93,"2016-03-04",25.52,NA,"Mt. Si"
94,"2016-03-04",17.33,NA,"Teneriffe"
95,"2016-03-04",17.33,NA,"Granite Creek"
96,"2016-03-04",17.33,NA,"Little Si"
97,"2016-03-04",17.33,NA,"Thompson Lake"
98,"2016-03-04",17.33,NA,"CCC Trail (DNR)"
99,"2016-03-04",17.33,NA,"High Lakes"
100,"2016-03-04",17.33,NA,"Williams Lake"
101,"2016-03-04",17.33,NA,"Rock Creek"
102,"2016-03-04",17.33,NA,"Nordrum Lake"
103,"2016-03-04",17.33,NA,"Hester Lake"
104,"2016-03-04",17.33,NA,"Granite Creak Connector"
105,"2016-03-04",17.33,NA,"Dutch Miller Gap"
5,"2016-03-11",2.07,NA,"Dingford Creek"
6,"2016-03-11",102.73,NA,"Snow Lake"
38,"2016-03-11",17.33,NA,"Quartz Creek"
39,"2016-03-11",17.33,NA,"Marten Lake"
40,"2016-03-11",11.41,NA,"Snoqualmie Lake"
42,"2016-03-11",17.33,NA,"CCC"
43,"2016-03-11",17.33,NA,"Middle Fork Lake"
44,"2016-03-11",17.33,NA,"Pratt River"
62,"2016-03-11",17.33,NA,"Pratt Lake"
64,"2016-03-11",19.23,NA,"Melakwa Lake Trail"
66,"2016-03-11",17.33,NA,"Kaleetan Lake"
90,"2016-03-11",22.38,NA,"Mailbox Peak"
91,"2016-03-11",17.33,NA,"Boulder Garden"
93,"2016-03-11",23.86,NA,"Mt. Si"
94,"2016-03-11",17.33,NA,"Teneriffe"
95,"2016-03-11",17.33,NA,"Granite Creek"
96,"2016-03-11",17.33,NA,"Little Si"
97,"2016-03-11",17.33,NA,"Thompson Lake"
98,"2016-03-11",17.33,NA,"CCC Trail (DNR)"
99,"2016-03-11",17.33,NA,"High Lakes"
100,"2016-03-11",17.33,NA,"Williams Lake"
101,"2016-03-11",17.33,NA,"Rock Creek"
102,"2016-03-11",17.33,NA,"Nordrum Lake"
103,"2016-03-11",17.33,NA,"Hester Lake"
104,"2016-03-11",17.33,NA,"Granite Creak Connector"
105,"2016-03-11",18.36,NA,"Dutch Miller Gap"
5,"2016-03-18",2.17,NA,"Dingford Creek"
6,"2016-03-18",83.76,NA,"Snow Lake"
38,"2016-03-18",17.33,NA,"Quartz Creek"
39,"2016-03-18",17.33,NA,"Marten Lake"
40,"2016-03-18",12.26,NA,"Snoqualmie Lake"
42,"2016-03-18",17.33,NA,"CCC"
43,"2016-03-18",17.33,NA,"Middle Fork Lake"
44,"2016-03-18",17.33,NA,"Pratt River"
62,"2016-03-18",17.72,NA,"Pratt Lake"
64,"2016-03-18",17.33,NA,"Melakwa Lake Trail"
66,"2016-03-18",17.33,NA,"Kaleetan Lake"
90,"2016-03-18",29.29,NA,"Mailbox Peak"
91,"2016-03-18",17.33,NA,"Boulder Garden"
93,"2016-03-18",24.46,NA,"Mt. Si"
94,"2016-03-18",17.33,NA,"Teneriffe"
95,"2016-03-18",17.33,NA,"Granite Creek"
96,"2016-03-18",17.33,NA,"Little Si"
97,"2016-03-18",17.33,NA,"Thompson Lake"
98,"2016-03-18",17.33,NA,"CCC Trail (DNR)"
99,"2016-03-18",17.33,NA,"High Lakes"
100,"2016-03-18",17.33,NA,"Williams Lake"
101,"2016-03-18",17.33,NA,"Rock Creek"
102,"2016-03-18",17.33,NA,"Nordrum Lake"
103,"2016-03-18",17.33,NA,"Hester Lake"
104,"2016-03-18",17.33,NA,"Granite Creak Connector"
105,"2016-03-18",17.33,NA,"Dutch Miller Gap"
5,"2016-03-25",3.24,NA,"Dingford Creek"
6,"2016-03-25",112.16,NA,"Snow Lake"
38,"2016-03-25",22.02,NA,"Quartz Creek"
39,"2016-03-25",22.02,NA,"Marten Lake"
40,"2016-03-25",17.48,NA,"Snoqualmie Lake"
42,"2016-03-25",22.02,NA,"CCC"
43,"2016-03-25",22.02,NA,"Middle Fork Lake"
44,"2016-03-25",22.02,NA,"Pratt River"
62,"2016-03-25",22.83,NA,"Pratt Lake"
64,"2016-03-25",23.66,NA,"Melakwa Lake Trail"
66,"2016-03-25",22.02,NA,"Kaleetan Lake"
90,"2016-03-25",35.26,NA,"Mailbox Peak"
91,"2016-03-25",22.02,NA,"Boulder Garden"
93,"2016-03-25",31.89,NA,"Mt. Si"
94,"2016-03-25",22.02,NA,"Teneriffe"
95,"2016-03-25",22.02,NA,"Granite Creek"
96,"2016-03-25",22.02,NA,"Little Si"
97,"2016-03-25",22.02,NA,"Thompson Lake"
98,"2016-03-25",22.02,NA,"CCC Trail (DNR)"
99,"2016-03-25",22.02,NA,"High Lakes"
100,"2016-03-25",22.02,NA,"Williams Lake"
101,"2016-03-25",22.02,NA,"Rock Creek"
102,"2016-03-25",22.02,NA,"Nordrum Lake"
103,"2016-03-25",22.31,NA,"Hester Lake"
104,"2016-03-25",22.02,NA,"Granite Creak Connector"
105,"2016-03-25",22.02,NA,"Dutch Miller Gap"
5,"2016-04-01",2.09,NA,"Dingford Creek"
6,"2016-04-01",101.38,NA,"Snow Lake"
38,"2016-04-01",17.33,NA,"Quartz Creek"
39,"2016-04-01",17.33,NA,"Marten Lake"
40,"2016-04-01",16.69,NA,"Snoqualmie Lake"
42,"2016-04-01",17.33,NA,"CCC"
43,"2016-04-01",19.56,NA,"Middle Fork Lake"
44,"2016-04-01",17.33,NA,"Pratt River"
62,"2016-04-01",18.98,NA,"Pratt Lake"
64,"2016-04-01",18.46,NA,"Melakwa Lake Trail"
66,"2016-04-01",17.33,NA,"Kaleetan Lake"
90,"2016-04-01",31.46,NA,"Mailbox Peak"
91,"2016-04-01",17.33,NA,"Boulder Garden"
93,"2016-04-01",27.59,NA,"Mt. Si"
94,"2016-04-01",17.33,NA,"Teneriffe"
95,"2016-04-01",17.33,NA,"Granite Creek"
96,"2016-04-01",17.33,NA,"Little Si"
97,"2016-04-01",17.33,NA,"Thompson Lake"
98,"2016-04-01",17.33,NA,"CCC Trail (DNR)"
99,"2016-04-01",17.33,NA,"High Lakes"
100,"2016-04-01",17.33,NA,"Williams Lake"
101,"2016-04-01",17.33,NA,"Rock Creek"
102,"2016-04-01",17.33,NA,"Nordrum Lake"
103,"2016-04-01",17.33,NA,"Hester Lake"
104,"2016-04-01",17.33,NA,"Granite Creak Connector"
105,"2016-04-01",19.56,NA,"Dutch Miller Gap"
5,"2016-04-08",6.81,NA,"Dingford Creek"
6,"2016-04-08",267.86,NA,"Snow Lake"
38,"2016-04-08",36.99,NA,"Quartz Creek"
39,"2016-04-08",36.99,NA,"Marten Lake"
40,"2016-04-08",25.94,NA,"Snoqualmie Lake"
42,"2016-04-08",38.52,NA,"CCC"
43,"2016-04-08",36.99,NA,"Middle Fork Lake"
44,"2016-04-08",36.99,NA,"Pratt River"
62,"2016-04-08",36.99,NA,"Pratt Lake"
64,"2016-04-08",38.6,NA,"Melakwa Lake Trail"
66,"2016-04-08",36.99,NA,"Kaleetan Lake"
90,"2016-04-08",64.94,NA,"Mailbox Peak"
91,"2016-04-08",36.99,NA,"Boulder Garden"
93,"2016-04-08",58.1,NA,"Mt. Si"
94,"2016-04-08",36.99,NA,"Teneriffe"
95,"2016-04-08",36.99,NA,"Granite Creek"
96,"2016-04-08",36.99,NA,"Little Si"
97,"2016-04-08",36.99,NA,"Thompson Lake"
98,"2016-04-08",36.99,NA,"CCC Trail (DNR)"
99,"2016-04-08",36.99,NA,"High Lakes"
100,"2016-04-08",36.99,NA,"Williams Lake"
101,"2016-04-08",36.99,NA,"Rock Creek"
102,"2016-04-08",36.99,NA,"Nordrum Lake"
103,"2016-04-08",36.99,NA,"Hester Lake"
104,"2016-04-08",36.99,NA,"Granite Creak Connector"
105,"2016-04-08",36.99,NA,"Dutch Miller Gap"
5,"2016-04-15",7.82,NA,"Dingford Creek"
6,"2016-04-15",202.79,NA,"Snow Lake"
38,"2016-04-15",36.99,NA,"Quartz Creek"
39,"2016-04-15",36.99,NA,"Marten Lake"
40,"2016-04-15",29.16,NA,"Snoqualmie Lake"
42,"2016-04-15",36.99,NA,"CCC"
43,"2016-04-15",36.99,NA,"Middle Fork Lake"
44,"2016-04-15",38.63,NA,"Pratt River"
62,"2016-04-15",40.82,NA,"Pratt Lake"
64,"2016-04-15",37.75,NA,"Melakwa Lake Trail"
66,"2016-04-15",36.99,NA,"Kaleetan Lake"
90,"2016-04-15",51.99,NA,"Mailbox Peak"
91,"2016-04-15",36.99,NA,"Boulder Garden"
93,"2016-04-15",55.87,NA,"Mt. Si"
94,"2016-04-15",36.99,NA,"Teneriffe"
95,"2016-04-15",36.99,NA,"Granite Creek"
96,"2016-04-15",36.99,NA,"Little Si"
97,"2016-04-15",36.99,NA,"Thompson Lake"
98,"2016-04-15",36.99,NA,"CCC Trail (DNR)"
99,"2016-04-15",36.99,NA,"High Lakes"
100,"2016-04-15",36.99,NA,"Williams Lake"
101,"2016-04-15",36.99,NA,"Rock Creek"
102,"2016-04-15",41.25,NA,"Nordrum Lake"
103,"2016-04-15",36.99,NA,"Hester Lake"
104,"2016-04-15",36.99,NA,"Granite Creak Connector"
105,"2016-04-15",36.99,NA,"Dutch Miller Gap"
5,"2016-04-22",6.68,NA,"Dingford Creek"
6,"2016-04-22",204.69,NA,"Snow Lake"
38,"2016-04-22",36.99,NA,"Quartz Creek"
39,"2016-04-22",36.99,NA,"Marten Lake"
40,"2016-04-22",26.16,NA,"Snoqualmie Lake"
42,"2016-04-22",41.25,NA,"CCC"
43,"2016-04-22",36.99,NA,"Middle Fork Lake"
44,"2016-04-22",36.99,NA,"Pratt River"
62,"2016-04-22",37.75,NA,"Pratt Lake"
64,"2016-04-22",38.74,NA,"Melakwa Lake Trail"
66,"2016-04-22",36.99,NA,"Kaleetan Lake"
90,"2016-04-22",50.18,NA,"Mailbox Peak"
91,"2016-04-22",36.99,NA,"Boulder Garden"
93,"2016-04-22",54.74,NA,"Mt. Si"
94,"2016-04-22",36.99,NA,"Teneriffe"
95,"2016-04-22",36.99,NA,"Granite Creek"
96,"2016-04-22",38.29,NA,"Little Si"
97,"2016-04-22",36.99,NA,"Thompson Lake"
98,"2016-04-22",36.99,NA,"CCC Trail (DNR)"
99,"2016-04-22",36.99,NA,"High Lakes"
100,"2016-04-22",36.99,NA,"Williams Lake"
101,"2016-04-22",36.99,NA,"Rock Creek"
102,"2016-04-22",36.99,NA,"Nordrum Lake"
103,"2016-04-22",36.99,NA,"Hester Lake"
104,"2016-04-22",36.99,NA,"Granite Creak Connector"
105,"2016-04-22",36.99,NA,"Dutch Miller Gap"
5,"2016-04-29",6.61,NA,"Dingford Creek"
6,"2016-04-29",309.58,NA,"Snow Lake"
38,"2016-04-29",36.99,NA,"Quartz Creek"
39,"2016-04-29",36.99,NA,"Marten Lake"
40,"2016-04-29",32.54,NA,"Snoqualmie Lake"
42,"2016-04-29",36.99,NA,"CCC"
43,"2016-04-29",41.32,NA,"Middle Fork Lake"
44,"2016-04-29",36.99,NA,"Pratt River"
62,"2016-04-29",43.09,NA,"Pratt Lake"
64,"2016-04-29",40.91,NA,"Melakwa Lake Trail"
66,"2016-04-29",36.99,NA,"Kaleetan Lake"
90,"2016-04-29",59.29,NA,"Mailbox Peak"
91,"2016-04-29",36.99,NA,"Boulder Garden"
93,"2016-04-29",52.85,NA,"Mt. Si"
94,"2016-04-29",36.99,NA,"Teneriffe"
95,"2016-04-29",36.99,NA,"Granite Creek"
96,"2016-04-29",36.99,NA,"Little Si"
97,"2016-04-29",36.99,NA,"Thompson Lake"
98,"2016-04-29",36.99,NA,"CCC Trail (DNR)"
99,"2016-04-29",36.99,NA,"High Lakes"
100,"2016-04-29",36.99,NA,"Williams Lake"
101,"2016-04-29",36.99,NA,"Rock Creek"
102,"2016-04-29",36.99,NA,"Nordrum Lake"
103,"2016-04-29",36.99,NA,"Hester Lake"
104,"2016-04-29",36.99,NA,"Granite Creak Connector"
105,"2016-04-29",41.32,NA,"Dutch Miller Gap"
5,"2016-05-06",6.66,NA,"Dingford Creek"
6,"2016-05-06",229.97,NA,"Snow Lake"
38,"2016-05-06",37.45,NA,"Quartz Creek"
39,"2016-05-06",37.45,NA,"Marten Lake"
40,"2016-05-06",40.35,NA,"Snoqualmie Lake"
42,"2016-05-06",37.45,NA,"CCC"
43,"2016-05-06",37.45,NA,"Middle Fork Lake"
44,"2016-05-06",37.45,NA,"Pratt River"
62,"2016-05-06",40.11,NA,"Pratt Lake"
64,"2016-05-06",42.29,NA,"Melakwa Lake Trail"
66,"2016-05-06",37.45,NA,"Kaleetan Lake"
90,"2016-05-06",67.87,NA,"Mailbox Peak"
91,"2016-05-06",37.45,NA,"Boulder Garden"
93,"2016-05-06",55.57,NA,"Mt. Si"
94,"2016-05-06",37.45,NA,"Teneriffe"
95,"2016-05-06",37.45,NA,"Granite Creek"
96,"2016-05-06",41.83,NA,"Little Si"
97,"2016-05-06",37.45,NA,"Thompson Lake"
98,"2016-05-06",37.45,NA,"CCC Trail (DNR)"
99,"2016-05-06",37.45,NA,"High Lakes"
100,"2016-05-06",37.45,NA,"Williams Lake"
101,"2016-05-06",37.45,NA,"Rock Creek"
102,"2016-05-06",37.45,NA,"Nordrum Lake"
103,"2016-05-06",37.45,NA,"Hester Lake"
104,"2016-05-06",37.45,NA,"Granite Creak Connector"
105,"2016-05-06",37.45,NA,"Dutch Miller Gap"
5,"2016-05-13",9.8,NA,"Dingford Creek"
6,"2016-05-13",411.15,NA,"Snow Lake"
38,"2016-05-13",37.45,NA,"Quartz Creek"
39,"2016-05-13",37.45,NA,"Marten Lake"
40,"2016-05-13",37.11,NA,"Snoqualmie Lake"
42,"2016-05-13",37.45,NA,"CCC"
43,"2016-05-13",41.83,NA,"Middle Fork Lake"
44,"2016-05-13",37.45,NA,"Pratt River"
62,"2016-05-13",40.4,NA,"Pratt Lake"
64,"2016-05-13",45.21,NA,"Melakwa Lake Trail"
66,"2016-05-13",37.45,NA,"Kaleetan Lake"
90,"2016-05-13",57.37,NA,"Mailbox Peak"
91,"2016-05-13",37.45,NA,"Boulder Garden"
93,"2016-05-13",49,NA,"Mt. Si"
94,"2016-05-13",37.45,NA,"Teneriffe"
95,"2016-05-13",37.45,NA,"Granite Creek"
96,"2016-05-13",37.45,NA,"Little Si"
97,"2016-05-13",37.45,NA,"Thompson Lake"
98,"2016-05-13",37.45,NA,"CCC Trail (DNR)"
99,"2016-05-13",37.45,NA,"High Lakes"
100,"2016-05-13",37.45,NA,"Williams Lake"
101,"2016-05-13",37.45,NA,"Rock Creek"
102,"2016-05-13",37.45,NA,"Nordrum Lake"
103,"2016-05-13",44.44,NA,"Hester Lake"
104,"2016-05-13",37.45,NA,"Granite Creak Connector"
105,"2016-05-13",37.45,NA,"Dutch Miller Gap"
5,"2016-05-20",9.93,NA,"Dingford Creek"
6,"2016-05-20",252.43,NA,"Snow Lake"
38,"2016-05-20",37.45,NA,"Quartz Creek"
39,"2016-05-20",37.45,NA,"Marten Lake"
40,"2016-05-20",29.36,NA,"Snoqualmie Lake"
42,"2016-05-20",37.45,NA,"CCC"
43,"2016-05-20",37.45,NA,"Middle Fork Lake"
44,"2016-05-20",37.95,NA,"Pratt River"
62,"2016-05-20",43.49,NA,"Pratt Lake"
64,"2016-05-20",39.66,NA,"Melakwa Lake Trail"
66,"2016-05-20",37.45,NA,"Kaleetan Lake"
90,"2016-05-20",57.58,NA,"Mailbox Peak"
91,"2016-05-20",37.45,NA,"Boulder Garden"
93,"2016-05-20",46.77,NA,"Mt. Si"
94,"2016-05-20",37.45,NA,"Teneriffe"
95,"2016-05-20",37.45,NA,"Granite Creek"
96,"2016-05-20",37.45,NA,"Little Si"
97,"2016-05-20",37.45,NA,"Thompson Lake"
98,"2016-05-20",37.45,NA,"CCC Trail (DNR)"
99,"2016-05-20",37.45,NA,"High Lakes"
100,"2016-05-20",37.45,NA,"Williams Lake"
101,"2016-05-20",37.45,NA,"Rock Creek"
102,"2016-05-20",37.45,NA,"Nordrum Lake"
103,"2016-05-20",44.31,NA,"Hester Lake"
104,"2016-05-20",37.45,NA,"Granite Creak Connector"
105,"2016-05-20",38.91,NA,"Dutch Miller Gap"
5,"2016-05-27",10.39,NA,"Dingford Creek"
6,"2016-05-27",537.96,NA,"Snow Lake"
38,"2016-05-27",53.57,NA,"Quartz Creek"
39,"2016-05-27",53.57,NA,"Marten Lake"
40,"2016-05-27",46.32,NA,"Snoqualmie Lake"
42,"2016-05-27",53.57,NA,"CCC"
43,"2016-05-27",53.57,NA,"Middle Fork Lake"
44,"2016-05-27",55.23,NA,"Pratt River"
62,"2016-05-27",66.53,NA,"Pratt Lake"
64,"2016-05-27",61.79,NA,"Melakwa Lake Trail"
66,"2016-05-27",53.57,NA,"Kaleetan Lake"
90,"2016-05-27",91.22,NA,"Mailbox Peak"
91,"2016-05-27",53.57,NA,"Boulder Garden"
93,"2016-05-27",79.6,NA,"Mt. Si"
94,"2016-05-27",53.57,NA,"Teneriffe"
95,"2016-05-27",53.57,NA,"Granite Creek"
96,"2016-05-27",53.57,NA,"Little Si"
97,"2016-05-27",53.57,NA,"Thompson Lake"
98,"2016-05-27",53.57,NA,"CCC Trail (DNR)"
99,"2016-05-27",53.57,NA,"High Lakes"
100,"2016-05-27",53.57,NA,"Williams Lake"
101,"2016-05-27",53.57,NA,"Rock Creek"
102,"2016-05-27",53.57,NA,"Nordrum Lake"
103,"2016-05-27",53.57,NA,"Hester Lake"
104,"2016-05-27",53.57,NA,"Granite Creak Connector"
105,"2016-05-27",53.57,NA,"Dutch Miller Gap"
5,"2016-06-03",13.58,NA,"Dingford Creek"
6,"2016-06-03",643.81,NA,"Snow Lake"
38,"2016-06-03",56.82,NA,"Quartz Creek"
39,"2016-06-03",66.93,NA,"Marten Lake"
40,"2016-06-03",56.83,NA,"Snoqualmie Lake"
42,"2016-06-03",56.82,NA,"CCC"
43,"2016-06-03",56.82,NA,"Middle Fork Lake"
44,"2016-06-03",56.82,NA,"Pratt River"
62,"2016-06-03",69.7,NA,"Pratt Lake"
64,"2016-06-03",69.07,NA,"Melakwa Lake Trail"
66,"2016-06-03",56.82,NA,"Kaleetan Lake"
90,"2016-06-03",96.5,NA,"Mailbox Peak"
91,"2016-06-03",56.82,NA,"Boulder Garden"
93,"2016-06-03",76.63,NA,"Mt. Si"
94,"2016-06-03",56.82,NA,"Teneriffe"
95,"2016-06-03",56.82,NA,"Granite Creek"
96,"2016-06-03",56.82,NA,"Little Si"
97,"2016-06-03",59.22,NA,"Thompson Lake"
98,"2016-06-03",56.82,NA,"CCC Trail (DNR)"
99,"2016-06-03",56.82,NA,"High Lakes"
100,"2016-06-03",56.82,NA,"Williams Lake"
101,"2016-06-03",56.82,NA,"Rock Creek"
102,"2016-06-03",56.82,NA,"Nordrum Lake"
103,"2016-06-03",56.82,NA,"Hester Lake"
104,"2016-06-03",56.82,NA,"Granite Creak Connector"
105,"2016-06-03",58.97,NA,"Dutch Miller Gap"
5,"2016-06-10",11,NA,"Dingford Creek"
6,"2016-06-10",719.32,NA,"Snow Lake"
38,"2016-06-10",56.82,NA,"Quartz Creek"
39,"2016-06-10",56.82,NA,"Marten Lake"
40,"2016-06-10",60.2,NA,"Snoqualmie Lake"
42,"2016-06-10",56.82,NA,"CCC"
43,"2016-06-10",56.82,NA,"Middle Fork Lake"
44,"2016-06-10",56.82,NA,"Pratt River"
62,"2016-06-10",69.13,NA,"Pratt Lake"
64,"2016-06-10",69.97,NA,"Melakwa Lake Trail"
66,"2016-06-10",56.82,NA,"Kaleetan Lake"
90,"2016-06-10",85.66,NA,"Mailbox Peak"
91,"2016-06-10",56.82,NA,"Boulder Garden"
93,"2016-06-10",77.72,NA,"Mt. Si"
94,"2016-06-10",56.82,NA,"Teneriffe"
95,"2016-06-10",56.82,NA,"Granite Creek"
96,"2016-06-10",56.82,NA,"Little Si"
97,"2016-06-10",56.82,NA,"Thompson Lake"
98,"2016-06-10",56.82,NA,"CCC Trail (DNR)"
99,"2016-06-10",56.82,NA,"High Lakes"
100,"2016-06-10",56.82,NA,"Williams Lake"
101,"2016-06-10",56.82,NA,"Rock Creek"
102,"2016-06-10",56.82,NA,"Nordrum Lake"
103,"2016-06-10",56.82,NA,"Hester Lake"
104,"2016-06-10",56.82,NA,"Granite Creak Connector"
105,"2016-06-10",56.82,NA,"Dutch Miller Gap"
5,"2016-06-17",10.9,NA,"Dingford Creek"
6,"2016-06-17",741.16,NA,"Snow Lake"
38,"2016-06-17",56.82,NA,"Quartz Creek"
39,"2016-06-17",56.82,NA,"Marten Lake"
40,"2016-06-17",52.66,NA,"Snoqualmie Lake"
42,"2016-06-17",58.97,NA,"CCC"
43,"2016-06-17",56.82,NA,"Middle Fork Lake"
44,"2016-06-17",56.82,NA,"Pratt River"
62,"2016-06-17",78.41,NA,"Pratt Lake"
64,"2016-06-17",75.68,NA,"Melakwa Lake Trail"
66,"2016-06-17",56.82,NA,"Kaleetan Lake"
90,"2016-06-17",94.19,NA,"Mailbox Peak"
91,"2016-06-17",56.82,NA,"Boulder Garden"
93,"2016-06-17",77.01,NA,"Mt. Si"
94,"2016-06-17",56.82,NA,"Teneriffe"
95,"2016-06-17",56.82,NA,"Granite Creek"
96,"2016-06-17",63.28,NA,"Little Si"
97,"2016-06-17",56.82,NA,"Thompson Lake"
98,"2016-06-17",56.82,NA,"CCC Trail (DNR)"
99,"2016-06-17",56.82,NA,"High Lakes"
100,"2016-06-17",56.82,NA,"Williams Lake"
101,"2016-06-17",56.82,NA,"Rock Creek"
102,"2016-06-17",56.82,NA,"Nordrum Lake"
103,"2016-06-17",56.82,NA,"Hester Lake"
104,"2016-06-17",56.82,NA,"Granite Creak Connector"
105,"2016-06-17",56.82,NA,"Dutch Miller Gap"
5,"2016-06-24",10.81,NA,"Dingford Creek"
6,"2016-06-24",621.42,NA,"Snow Lake"
38,"2016-06-24",56.82,NA,"Quartz Creek"
39,"2016-06-24",56.82,NA,"Marten Lake"
40,"2016-06-24",62.83,NA,"Snoqualmie Lake"
42,"2016-06-24",56.82,NA,"CCC"
43,"2016-06-24",56.82,NA,"Middle Fork Lake"
44,"2016-06-24",56.82,NA,"Pratt River"
62,"2016-06-24",63.77,NA,"Pratt Lake"
64,"2016-06-24",82.07,NA,"Melakwa Lake Trail"
66,"2016-06-24",59.26,NA,"Kaleetan Lake"
90,"2016-06-24",93.24,NA,"Mailbox Peak"
91,"2016-06-24",56.82,NA,"Boulder Garden"
93,"2016-06-24",90.9,NA,"Mt. Si"
94,"2016-06-24",56.82,NA,"Teneriffe"
95,"2016-06-24",56.82,NA,"Granite Creek"
96,"2016-06-24",56.82,NA,"Little Si"
97,"2016-06-24",56.82,NA,"Thompson Lake"
98,"2016-06-24",56.82,NA,"CCC Trail (DNR)"
99,"2016-06-24",59.81,NA,"High Lakes"
100,"2016-06-24",56.82,NA,"Williams Lake"
101,"2016-06-24",56.82,NA,"Rock Creek"
102,"2016-06-24",56.82,NA,"Nordrum Lake"
103,"2016-06-24",56.82,NA,"Hester Lake"
104,"2016-06-24",56.82,NA,"Granite Creak Connector"
105,"2016-06-24",56.82,NA,"Dutch Miller Gap"
5,"2016-07-01",18.75,NA,"Dingford Creek"
6,"2016-07-01",1095.74,NA,"Snow Lake"
38,"2016-07-01",80.57,NA,"Quartz Creek"
39,"2016-07-01",80.57,NA,"Marten Lake"
40,"2016-07-01",68.88,NA,"Snoqualmie Lake"
42,"2016-07-01",80.57,NA,"CCC"
43,"2016-07-01",80.57,NA,"Middle Fork Lake"
44,"2016-07-01",80.57,NA,"Pratt River"
62,"2016-07-01",105.6,NA,"Pratt Lake"
64,"2016-07-01",122.78,NA,"Melakwa Lake Trail"
66,"2016-07-01",80.57,NA,"Kaleetan Lake"
90,"2016-07-01",133.81,NA,"Mailbox Peak"
91,"2016-07-01",80.57,NA,"Boulder Garden"
93,"2016-07-01",119.99,NA,"Mt. Si"
94,"2016-07-01",80.57,NA,"Teneriffe"
95,"2016-07-01",80.57,NA,"Granite Creek"
96,"2016-07-01",80.57,NA,"Little Si"
97,"2016-07-01",80.57,NA,"Thompson Lake"
98,"2016-07-01",80.57,NA,"CCC Trail (DNR)"
99,"2016-07-01",80.57,NA,"High Lakes"
100,"2016-07-01",80.57,NA,"Williams Lake"
101,"2016-07-01",80.57,NA,"Rock Creek"
102,"2016-07-01",80.57,NA,"Nordrum Lake"
103,"2016-07-01",90.88,NA,"Hester Lake"
104,"2016-07-01",80.57,NA,"Granite Creak Connector"
105,"2016-07-01",80.57,NA,"Dutch Miller Gap"
5,"2016-07-08",20.49,NA,"Dingford Creek"
6,"2016-07-08",1167.41,NA,"Snow Lake"
38,"2016-07-08",98.91,NA,"Quartz Creek"
39,"2016-07-08",98.91,NA,"Marten Lake"
40,"2016-07-08",77.9,NA,"Snoqualmie Lake"
42,"2016-07-08",98.91,NA,"CCC"
43,"2016-07-08",98.91,NA,"Middle Fork Lake"
44,"2016-07-08",98.91,NA,"Pratt River"
62,"2016-07-08",115.95,NA,"Pratt Lake"
64,"2016-07-08",128.05,NA,"Melakwa Lake Trail"
66,"2016-07-08",98.91,NA,"Kaleetan Lake"
90,"2016-07-08",154.76,NA,"Mailbox Peak"
91,"2016-07-08",98.91,NA,"Boulder Garden"
93,"2016-07-08",144.29,NA,"Mt. Si"
94,"2016-07-08",98.91,NA,"Teneriffe"
